account_id,name,account_type,bank,opened_days_ago,kyc_level,owner_entity
ACC00971,Ayesha Sandhu,PERSONAL,BANK_A,124,MEDIUM,ENT00677
ACC00972,Sandhu Foods,BUSINESS,BANK_A,3181,MEDIUM,ENT00677
ACC00973,Anita Malhotra,PERSONAL,BANK_B,958,LOW,ENT00678
ACC00974,Malhotra Overseas,BUSINESS,BANK_B,1161,HIGH,ENT00678
ACC00975,Priya Yadav,PERSONAL,BANK_A,185,HIGH,ENT00679
ACC00976,Joseph Qureshi,PERSONAL,BANK_B,3126,MEDIUM,ENT00680
ACC00977,Prakash Mishra,PERSONAL,BANK_A,3128,MEDIUM,ENT00681
ACC00978,Nithya Tiwari,PERSONAL,BANK_B,994,MEDIUM,ENT00682
ACC00979,Aarti Pillai & Sons,PERSONAL,BANK_B,3220,HIGH,ENT00683
ACC00980,Pillai & Sons Motors,BUSINESS,BANK_B,2106,MEDIUM,ENT00683
ACC00981,Pooja Pandey,PERSONAL,BANK_B,322,MEDIUM,ENT00684
ACC00982,Pandey Infotech,BUSINESS,BANK_A,89,HIGH,ENT00684
ACC00983,Imran Yadav,PERSONAL,BANK_A,1527,MEDIUM,ENT00685
ACC00984,Yadav Agro Industries,BUSINESS,BANK_A,1030,HIGH,ENT00685
ACC00985,Suresh Qureshi,PERSONAL,BANK_A,124,LOW,ENT00686
ACC00986,Qureshi Infotech,BUSINESS,BANK_A,1387,HIGH,ENT00686
ACC00987,Qureshi Constructions,BUSINESS,BANK_B,1210,MEDIUM,ENT00686
ACC00988,Nitin Pillai & Sons,PERSONAL,BANK_B,1265,LOW,ENT00687
ACC00989,Pillai & Sons Foods,BUSINESS,BANK_B,2784,MEDIUM,ENT00687
ACC00990,Sengupta Electronics,BUSINESS,BANK_A,1892,MEDIUM,ENT00688
ACC00991,Jyoti Malhotra,PERSONAL,BANK_A,3397,MEDIUM,ENT00689
ACC00992,Malhotra Agro Industries,BUSINESS,BANK_A,2439,LOW,ENT00689
ACC00993,Gopal Joshi,PERSONAL,BANK_B,2221,MEDIUM,ENT00690
ACC00994,Iyer Distributors,BUSINESS,BANK_B,2758,MEDIUM,ENT00691
ACC00995,Muthu Sandhu,PERSONAL,BANK_B,2913,MEDIUM,ENT00692
ACC00996,Sandhu Hardware,BUSINESS,BANK_B,3440,MEDIUM,ENT00692
ACC00997,Dinesh Dhillon,PERSONAL,BANK_A,2792,MEDIUM,ENT00693
ACC00998,Dhillon Hardware,BUSINESS,BANK_A,3451,MEDIUM,ENT00693
ACC00999,Anjali Das,PERSONAL,BANK_B,1777,MEDIUM,ENT00694
ACC01000,Arjun Iyengar,PERSONAL,BANK_A,1820,HIGH,ENT00695
ACC01001,Priya Gupta,PERSONAL,BANK_A,2693,MEDIUM,ENT00696
ACC01002,Gupta Foods,BUSINESS,BANK_B,87,MEDIUM,ENT00696
ACC01003,Radha Kapoor,PERSONAL,BANK_A,1879,MEDIUM,ENT00697
ACC01004,Amit Banerjee,PERSONAL,BANK_B,2696,LOW,ENT00698
ACC01005,Banerjee Textiles,BUSINESS,BANK_B,1743,MEDIUM,ENT00698
ACC01006,Reddy Traders,BUSINESS,BANK_A,119,HIGH,ENT00699
ACC01007,Nisha Bhatt,PERSONAL,BANK_B,65,MEDIUM,ENT00700
ACC01008,Sneha Sheikh,PERSONAL,BANK_A,973,LOW,ENT00701
ACC01009,Simran Dhillon,PERSONAL,BANK_B,3557,MEDIUM,ENT00702
ACC01010,Irfan Chauhan,PERSONAL,BANK_A,1944,LOW,ENT00703
ACC01011,Mehta Motors,BUSINESS,BANK_A,1661,HIGH,ENT00704
ACC01012,Karthik Tiwari,PERSONAL,BANK_A,803,HIGH,ENT00705
ACC01013,Pankaj Banerjee,PERSONAL,BANK_A,1643,MEDIUM,ENT00706
ACC01014,Banerjee Infotech,BUSINESS,BANK_A,1210,LOW,ENT00706
ACC01015,Ravi Iyengar,PERSONAL,BANK_A,2315,MEDIUM,ENT00707
ACC01016,Zubair Tiwari,PERSONAL,BANK_A,2783,LOW,ENT00708
ACC01017,Nithya Gupta,PERSONAL,BANK_A,3410,HIGH,ENT00709
ACC01018,Deepa Iyengar,PERSONAL,BANK_B,3109,HIGH,ENT00710
ACC01019,Iyengar Hardware,BUSINESS,BANK_B,2980,MEDIUM,ENT00710
ACC01020,Deepa Mehta,PERSONAL,BANK_A,2721,HIGH,ENT00711
ACC01021,Sandeep Thomas,PERSONAL,BANK_A,399,LOW,ENT00712
ACC01022,Usha Bhatt,PERSONAL,BANK_A,3590,MEDIUM,ENT00713
ACC01023,Ashok Dhillon,PERSONAL,BANK_A,3567,MEDIUM,ENT00714
ACC01024,Dubey Constructions,BUSINESS,BANK_A,236,MEDIUM,ENT00715
ACC01025,Nitin Shah,PERSONAL,BANK_B,1046,MEDIUM,ENT00716
ACC01026,Rohit Desai,PERSONAL,BANK_B,2111,MEDIUM,ENT00717
ACC01027,Shreya Iyer,PERSONAL,BANK_A,3429,HIGH,ENT00718
ACC01028,Iyer Fashions,BUSINESS,BANK_A,2566,MEDIUM,ENT00718
ACC01029,Iyer Agro Industries,BUSINESS,BANK_A,1018,MEDIUM,ENT00718
ACC01030,Pankaj Chatterjee,PERSONAL,BANK_B,2848,MEDIUM,ENT00719
ACC01031,Pillai & Sons Hardware,BUSINESS,BANK_A,2004,HIGH,ENT00720
ACC01032,Manisha Yadav,PERSONAL,BANK_B,2556,LOW,ENT00721
ACC01033,Kavita Mishra,PERSONAL,BANK_A,686,MEDIUM,ENT00722
ACC01034,Ashok Ghosh,PERSONAL,BANK_A,3450,HIGH,ENT00723
ACC01035,Zubair Das,PERSONAL,BANK_A,1109,MEDIUM,ENT00724
ACC01036,Jaspreet Sharma,PERSONAL,BANK_B,1327,MEDIUM,ENT00725
ACC01037,Zubair Ghosh,PERSONAL,BANK_A,1096,HIGH,ENT00726
ACC01038,Manpreet Khan,PERSONAL,BANK_B,3117,MEDIUM,ENT00727
ACC01039,Pillai & Sons Constructions,BUSINESS,BANK_B,923,MEDIUM,ENT00728
ACC01040,Rajwinder Chauhan,PERSONAL,BANK_A,2961,MEDIUM,ENT00729
ACC01041,Rao Pharma,BUSINESS,BANK_B,844,MEDIUM,ENT00730
ACC01042,Jain Electronics,BUSINESS,BANK_B,515,HIGH,ENT00731
ACC01043,Patel Foods,BUSINESS,BANK_A,1429,LOW,ENT00732
ACC01044,Fatima Naidu,PERSONAL,BANK_B,3539,MEDIUM,ENT00733
ACC01045,Radha Menon,PERSONAL,BANK_A,1795,LOW,ENT00734
ACC01046,Menon Constructions,BUSINESS,BANK_B,1802,LOW,ENT00734
ACC01047,Menon Distributors,BUSINESS,BANK_B,3570,MEDIUM,ENT00734
ACC01048,Aarti Ghosh,PERSONAL,BANK_B,331,LOW,ENT00735
ACC01049,Arun Trivedi,PERSONAL,BANK_B,1207,MEDIUM,ENT00736
ACC01050,Gaurav Bose,PERSONAL,BANK_A,3152,MEDIUM,ENT00737
ACC01051,Bose Textiles,BUSINESS,BANK_B,1555,HIGH,ENT00737
ACC01052,Sanjay Bose,PERSONAL,BANK_A,3450,MEDIUM,ENT00738
ACC01053,Bose Electronics,BUSINESS,BANK_B,760,MEDIUM,ENT00738
ACC01054,Sanjay Ansari,PERSONAL,BANK_A,3423,LOW,ENT00739
ACC01055,Meena Thomas,PERSONAL,BANK_A,2673,HIGH,ENT00740
ACC01056,Karthik Sandhu,PERSONAL,BANK_B,1981,HIGH,ENT00741
ACC01057,Sandhu Infotech,BUSINESS,BANK_A,2045,HIGH,ENT00741
ACC01058,Sandhu Overseas,BUSINESS,BANK_A,2031,MEDIUM,ENT00741
ACC01059,Kavita Mishra,PERSONAL,BANK_B,929,HIGH,ENT00742
ACC01060,Venkatesh Verma,PERSONAL,BANK_B,1809,LOW,ENT00743
ACC01061,Harpreet Sheikh,PERSONAL,BANK_B,1911,LOW,ENT00744
ACC01062,Thomas Mehta,PERSONAL,BANK_A,2215,LOW,ENT00745
ACC01063,Sabiha Pillai,PERSONAL,BANK_B,305,MEDIUM,ENT00746
ACC01064,Pillai Fashions,BUSINESS,BANK_A,3494,MEDIUM,ENT00746
ACC01065,Rajesh Kaur,PERSONAL,BANK_B,2064,HIGH,ENT00747
ACC01066,Kaur Textiles,BUSINESS,BANK_A,2070,HIGH,ENT00747
ACC01067,Naveen Patel,PERSONAL,BANK_A,2906,LOW,ENT00748
ACC01068,Bhavana Gupta,PERSONAL,BANK_A,3598,MEDIUM,ENT00749
ACC01069,Karthik Rao,PERSONAL,BANK_B,2668,HIGH,ENT00750
ACC01070,Kiran Mishra,PERSONAL,BANK_A,1002,MEDIUM,ENT00751
ACC01071,Mishra Agro Industries,BUSINESS,BANK_A,3550,MEDIUM,ENT00751
ACC01072,Malhotra Foods,BUSINESS,BANK_B,1541,MEDIUM,ENT00752
ACC01073,Radha Sandhu,PERSONAL,BANK_A,3634,MEDIUM,ENT00753
ACC01074,Sheikh Retail,BUSINESS,BANK_B,2965,MEDIUM,ENT00754
ACC01075,Jyoti Sandhu,PERSONAL,BANK_A,519,LOW,ENT00755
ACC01076,Rajwinder Pillai,PERSONAL,BANK_A,3378,MEDIUM,ENT00756
ACC01077,Shobha Sheikh,PERSONAL,BANK_B,873,MEDIUM,ENT00757
ACC01078,Sheikh Enterprises,BUSINESS,BANK_B,3226,HIGH,ENT00757
ACC01079,Sheikh Enterprises,BUSINESS,BANK_A,205,HIGH,ENT00757
ACC01080,Sheikh Traders,BUSINESS,BANK_B,1591,HIGH,ENT00757
ACC01081,Jyoti Menon,PERSONAL,BANK_B,3051,MEDIUM,ENT00758
ACC01082,Anil Saxena,PERSONAL,BANK_B,2239,MEDIUM,ENT00759
ACC01083,Suresh Brar,PERSONAL,BANK_B,1292,MEDIUM,ENT00760
ACC01084,Brar Traders,BUSINESS,BANK_A,1413,MEDIUM,ENT00760
ACC01085,Brar Textiles,BUSINESS,BANK_A,3487,HIGH,ENT00760
ACC01086,Brar Agro Industries,BUSINESS,BANK_A,577,MEDIUM,ENT00760
ACC01087,Irfan Khan,PERSONAL,BANK_B,1674,MEDIUM,ENT00761
ACC01088,Rajesh Mishra,PERSONAL,BANK_B,719,HIGH,ENT00762
ACC01089,Sanjay Gill,PERSONAL,BANK_B,2505,LOW,ENT00763
ACC01090,Sangeeta Pillai & Sons,PERSONAL,BANK_A,1922,MEDIUM,ENT00764
ACC01091,Pillai & Sons Logistics,BUSINESS,BANK_B,270,MEDIUM,ENT00764
ACC01092,Pillai & Sons Distributors,BUSINESS,BANK_A,1361,MEDIUM,ENT00764
ACC01093,Pillai & Sons Agro Industries,BUSINESS,BANK_B,1328,MEDIUM,ENT00764
ACC01094,Susan Ansari,PERSONAL,BANK_A,2567,MEDIUM,ENT00765
ACC01095,Ajay Sharma,PERSONAL,BANK_B,2101,MEDIUM,ENT00766
ACC01096,Gopal Naidu,PERSONAL,BANK_B,87,MEDIUM,ENT00767
ACC01097,Naidu Enterprises,BUSINESS,BANK_A,1741,MEDIUM,ENT00767
ACC01098,Manisha Varghese,PERSONAL,BANK_A,3281,MEDIUM,ENT00768
ACC01099,Sunil Ahmed,PERSONAL,BANK_A,2205,MEDIUM,ENT00769
ACC01100,Nair Hardware,BUSINESS,BANK_B,3290,MEDIUM,ENT00770
ACC01101,Chatterjee Distributors,BUSINESS,BANK_A,3074,MEDIUM,ENT00771
ACC01102,Rajesh Naidu,PERSONAL,BANK_A,2023,HIGH,ENT00772
ACC01103,Neha Gupta,PERSONAL,BANK_A,467,MEDIUM,ENT00773
ACC01104,Irfan Sheikh,PERSONAL,BANK_B,2296,MEDIUM,ENT00774
ACC01105,Sheikh Foods,BUSINESS,BANK_B,2120,MEDIUM,ENT00774
ACC01106,Gurpreet Sengupta,PERSONAL,BANK_A,2523,MEDIUM,ENT00775
ACC01107,Reddy Overseas,BUSINESS,BANK_B,1064,MEDIUM,ENT00776
ACC01108,Priya Mehta,PERSONAL,BANK_A,174,MEDIUM,ENT00777
ACC01109,Sowmya Iyengar,PERSONAL,BANK_A,384,LOW,ENT00778
ACC01110,Iyengar Distributors,BUSINESS,BANK_A,2109,MEDIUM,ENT00778
ACC01111,Iyengar Logistics,BUSINESS,BANK_B,1593,MEDIUM,ENT00778
ACC01112,Sanjay Pillai,PERSONAL,BANK_B,1128,MEDIUM,ENT00779
ACC01113,Kritika Jain,PERSONAL,BANK_B,813,MEDIUM,ENT00780
ACC01114,Zeenat Nair,PERSONAL,BANK_B,790,MEDIUM,ENT00781
ACC01115,Nair Retail,BUSINESS,BANK_B,3362,MEDIUM,ENT00781
ACC01116,Swati Thomas,PERSONAL,BANK_A,3293,MEDIUM,ENT00782
ACC01117,Rahul Gupta,PERSONAL,BANK_B,3598,MEDIUM,ENT00783
ACC01118,Shobha Tiwari,PERSONAL,BANK_A,3356,MEDIUM,ENT00784
ACC01119,Tiwari Exports,BUSINESS,BANK_A,220,MEDIUM,ENT00784
ACC01120,Ashok Khan,PERSONAL,BANK_A,2341,HIGH,ENT00785
ACC01121,Khan Traders,BUSINESS,BANK_A,3521,MEDIUM,ENT00785
ACC01122,Amandeep Pillai,PERSONAL,BANK_B,1866,MEDIUM,ENT00786
ACC01123,Rekha Sharma,PERSONAL,BANK_B,1198,MEDIUM,ENT00787
ACC01124,Radha Gupta,PERSONAL,BANK_B,1331,MEDIUM,ENT00788
ACC01125,Sanjay Khan,PERSONAL,BANK_A,3020,MEDIUM,ENT00789
ACC01126,Patel Logistics,BUSINESS,BANK_B,1751,MEDIUM,ENT00790
ACC01127,Anita Chatterjee,PERSONAL,BANK_A,1301,MEDIUM,ENT00791
ACC01128,Simran Yadav,PERSONAL,BANK_B,2234,MEDIUM,ENT00792
ACC01129,Sangeeta Thomas,PERSONAL,BANK_A,976,MEDIUM,ENT00793
ACC01130,Nithya Pillai & Sons,PERSONAL,BANK_A,2355,MEDIUM,ENT00794
ACC01131,Pillai & Sons Logistics,BUSINESS,BANK_A,1752,MEDIUM,ENT00794
ACC01132,Gurpreet Pillai & Sons,PERSONAL,BANK_B,2658,LOW,ENT00795
ACC01133,Pillai & Sons Fashions,BUSINESS,BANK_B,1536,MEDIUM,ENT00795
ACC01134,Deepak Verma,PERSONAL,BANK_B,1654,MEDIUM,ENT00796
ACC01135,Ramesh Kumar,PERSONAL,BANK_A,2839,MEDIUM,ENT00797
ACC01136,Vandana Bansal,PERSONAL,BANK_A,1813,MEDIUM,ENT00798
ACC01137,Bansal Enterprises,BUSINESS,BANK_A,1505,MEDIUM,ENT00798
ACC01138,Bansal Traders,BUSINESS,BANK_A,1115,MEDIUM,ENT00798
ACC01139,Harish Pillai,PERSONAL,BANK_B,1302,HIGH,ENT00799
ACC01140,Jyoti Rao,PERSONAL,BANK_B,792,MEDIUM,ENT00800
ACC01141,Sandeep Verma,PERSONAL,BANK_A,3601,MEDIUM,ENT00801
ACC01142,Menon Motors,BUSINESS,BANK_A,1506,HIGH,ENT00802
ACC01143,Mishra Motors,BUSINESS,BANK_A,1207,MEDIUM,ENT00803
ACC01144,Kritika Sandhu,PERSONAL,BANK_B,782,MEDIUM,ENT00804
ACC01145,Ayesha Trivedi,PERSONAL,BANK_A,3053,MEDIUM,ENT00805
ACC01146,Trivedi Fashions,BUSINESS,BANK_B,538,HIGH,ENT00805
ACC01147,Trivedi Overseas,BUSINESS,BANK_B,553,MEDIUM,ENT00805
ACC01148,Kalpana Sheikh,PERSONAL,BANK_B,2097,MEDIUM,ENT00806
ACC01149,Sheikh Pharma,BUSINESS,BANK_A,3631,MEDIUM,ENT00806
ACC01150,Sheikh Textiles,BUSINESS,BANK_A,3212,MEDIUM,ENT00806
ACC01151,Ritu Joshi,PERSONAL,BANK_B,815,MEDIUM,ENT00807
ACC01152,Joshi Foods,BUSINESS,BANK_B,1345,MEDIUM,ENT00807
ACC01153,Kritika Ansari,PERSONAL,BANK_B,988,MEDIUM,ENT00808
ACC01154,Ravi Sandhu,PERSONAL,BANK_B,2154,HIGH,ENT00809
ACC01155,Ramesh Gill,PERSONAL,BANK_A,2705,LOW,ENT00810
ACC01156,Pillai & Sons Distributors,BUSINESS,BANK_A,2112,HIGH,ENT00811
ACC01157,Joseph Bansal,PERSONAL,BANK_B,3289,MEDIUM,ENT00812
ACC01158,Anna Jain,PERSONAL,BANK_A,3176,MEDIUM,ENT00813
ACC01159,Jain Logistics,BUSINESS,BANK_A,2691,MEDIUM,ENT00813
ACC01160,Arjun Mukherjee,PERSONAL,BANK_A,2884,MEDIUM,ENT00814
ACC01161,Joseph Pandey,PERSONAL,BANK_A,2343,MEDIUM,ENT00815
ACC01162,Rahul Gill,PERSONAL,BANK_A,3477,HIGH,ENT00816
ACC01163,Deepa Jain,PERSONAL,BANK_A,1531,HIGH,ENT00817
ACC01164,Rajesh Agarwal,PERSONAL,BANK_A,853,MEDIUM,ENT00818
ACC01165,Kalpana Kumar,PERSONAL,BANK_B,3540,MEDIUM,ENT00819
ACC01166,Kumar Motors,BUSINESS,BANK_B,1193,HIGH,ENT00819
ACC01167,Kritika Iyer,PERSONAL,BANK_A,96,HIGH,ENT00820
ACC01168,Bhatt Foods,BUSINESS,BANK_B,811,LOW,ENT00821
ACC01169,Rohit Sheikh,PERSONAL,BANK_A,3337,MEDIUM,ENT00822
ACC01170,Pankaj Yadav,PERSONAL,BANK_A,2286,MEDIUM,ENT00823
ACC01171,Harpreet Mehta,PERSONAL,BANK_A,1591,MEDIUM,ENT00824
ACC01172,Thomas Mishra,PERSONAL,BANK_A,2568,MEDIUM,ENT00825
ACC01173,Mishra Foods,BUSINESS,BANK_B,310,HIGH,ENT00825
ACC01174,Nithya Thomas,PERSONAL,BANK_B,281,HIGH,ENT00826
ACC01175,Thomas Pharma,BUSINESS,BANK_A,2502,MEDIUM,ENT00826
ACC01176,Anjali Mukherjee,PERSONAL,BANK_B,2703,MEDIUM,ENT00827
ACC01177,Harpreet Bhatt,PERSONAL,BANK_A,3380,HIGH,ENT00828
ACC01178,Jyoti Chatterjee,PERSONAL,BANK_A,3408,MEDIUM,ENT00829
ACC01179,Harish Bansal,PERSONAL,BANK_A,2878,MEDIUM,ENT00830
ACC01180,Bansal Agro Industries,BUSINESS,BANK_B,443,HIGH,ENT00830
ACC01181,Joseph Menon,PERSONAL,BANK_A,250,MEDIUM,ENT00831
ACC01182,Sunil Desai,PERSONAL,BANK_B,2559,MEDIUM,ENT00832
ACC01183,Rajwinder Sidhu,PERSONAL,BANK_A,98,MEDIUM,ENT00833
ACC01184,Sunil Varghese,PERSONAL,BANK_A,3097,MEDIUM,ENT00834
ACC01185,Harish Kaur,PERSONAL,BANK_A,2759,HIGH,ENT00835
ACC01186,Kaur Exports,BUSINESS,BANK_A,707,HIGH,ENT00835
ACC01187,Kaur Electronics,BUSINESS,BANK_A,1287,HIGH,ENT00835
ACC01188,Nithya Das,PERSONAL,BANK_A,2187,MEDIUM,ENT00836
ACC01189,Ravi Menon,PERSONAL,BANK_B,1004,LOW,ENT00837
ACC01190,Menon Fashions,BUSINESS,BANK_A,2125,MEDIUM,ENT00837
ACC01191,Kiran Singh,PERSONAL,BANK_A,3116,MEDIUM,ENT00838
ACC01192,Amit Saxena,PERSONAL,BANK_B,1802,LOW,ENT00839
ACC01193,Saxena Logistics,BUSINESS,BANK_B,1977,MEDIUM,ENT00839
ACC01194,Radha Rao,PERSONAL,BANK_B,2456,HIGH,ENT00840
ACC01195,Sabiha Mehta,PERSONAL,BANK_B,1895,MEDIUM,ENT00841
ACC01196,Vasantha Rao,PERSONAL,BANK_A,1170,MEDIUM,ENT00842
ACC01197,Rao Hardware,BUSINESS,BANK_B,3200,HIGH,ENT00842
ACC01198,Karthik Reddy,PERSONAL,BANK_B,91,MEDIUM,ENT00843
ACC01199,Mary Tiwari,PERSONAL,BANK_B,3159,MEDIUM,ENT00844
ACC01200,Amandeep Kapoor,PERSONAL,BANK_B,3639,MEDIUM,ENT00845
ACC01201,Manpreet Brar,PERSONAL,BANK_B,404,MEDIUM,ENT00846
ACC01202,Brar Hardware,BUSINESS,BANK_A,3392,MEDIUM,ENT00846
ACC01203,Lakshmi Ansari,PERSONAL,BANK_B,3457,MEDIUM,ENT00847
ACC01204,Srinivas Tiwari,PERSONAL,BANK_A,2430,MEDIUM,ENT00848
ACC01205,Ashok Banerjee,PERSONAL,BANK_A,2799,MEDIUM,ENT00849
ACC01206,Banerjee Fashions,BUSINESS,BANK_A,173,MEDIUM,ENT00849
ACC01207,Neha Khan,PERSONAL,BANK_B,2873,MEDIUM,ENT00850
ACC01208,Khan Logistics,BUSINESS,BANK_B,2146,LOW,ENT00850
ACC01209,Bansal Electronics,BUSINESS,BANK_B,3166,MEDIUM,ENT00851
ACC01210,Rahul Naidu,PERSONAL,BANK_A,1098,MEDIUM,ENT00852
ACC01211,Naidu Overseas,BUSINESS,BANK_A,1471,MEDIUM,ENT00852
ACC01212,Vijay Mukherjee,PERSONAL,BANK_A,1375,MEDIUM,ENT00853
ACC01213,Gopal Bhatt,PERSONAL,BANK_B,1791,MEDIUM,ENT00854
ACC01214,Pooja Sandhu,PERSONAL,BANK_B,2087,MEDIUM,ENT00855
ACC01215,George Sidhu,PERSONAL,BANK_A,2034,MEDIUM,ENT00856
ACC01216,Sabiha Gill,PERSONAL,BANK_A,442,MEDIUM,ENT00857
ACC01217,Gill Agro Industries,BUSINESS,BANK_A,2053,MEDIUM,ENT00857
ACC01218,Susan Saxena,PERSONAL,BANK_A,3535,MEDIUM,ENT00858
ACC01219,Saxena Pharma,BUSINESS,BANK_A,1800,MEDIUM,ENT00858
ACC01220,Pooja Brar,PERSONAL,BANK_A,2253,MEDIUM,ENT00859
ACC01221,Brar Overseas,BUSINESS,BANK_B,2167,MEDIUM,ENT00859
ACC01222,Karthik Iyer,PERSONAL,BANK_A,187,HIGH,ENT00860
ACC01223,Imran Rao,PERSONAL,BANK_A,1629,MEDIUM,ENT00861
ACC01224,Ajay Thomas,PERSONAL,BANK_A,483,MEDIUM,ENT00862
ACC01225,Rajesh Singh,PERSONAL,BANK_B,2591,MEDIUM,ENT00863
ACC01226,Singh Retail,BUSINESS,BANK_A,2795,MEDIUM,ENT00863
ACC01227,Usha Nair,PERSONAL,BANK_A,478,HIGH,ENT00864
ACC01228,Vijay Pillai,PERSONAL,BANK_B,1903,MEDIUM,ENT00865
ACC01229,Brar Overseas,BUSINESS,BANK_B,1211,HIGH,ENT00866
ACC01230,Rajesh Bansal,PERSONAL,BANK_B,146,LOW,ENT00867
ACC01231,Manisha Sengupta,PERSONAL,BANK_A,1142,HIGH,ENT00868
ACC01232,Ahmed Logistics,BUSINESS,BANK_B,3290,MEDIUM,ENT00869
ACC01233,Naveen Sidhu,PERSONAL,BANK_A,3203,MEDIUM,ENT00870
ACC01234,Rekha Saxena,PERSONAL,BANK_B,1231,LOW,ENT00871
ACC01235,Banerjee Foods,BUSINESS,BANK_A,388,HIGH,ENT00872
ACC01236,Qureshi Textiles,BUSINESS,BANK_B,390,MEDIUM,ENT00873
ACC01237,Simran Ansari,PERSONAL,BANK_B,193,MEDIUM,ENT00874
ACC01238,Ansari Motors,BUSINESS,BANK_A,450,LOW,ENT00874
ACC01239,Dhillon Traders,BUSINESS,BANK_A,1008,LOW,ENT00875
ACC01240,Rajwinder Verma,PERSONAL,BANK_B,1724,HIGH,ENT00876
ACC01241,Bhavana Thomas,PERSONAL,BANK_A,2194,MEDIUM,ENT00877
ACC01242,Prakash Ghosh,PERSONAL,BANK_B,2240,HIGH,ENT00878
ACC01243,Ghosh Textiles,BUSINESS,BANK_A,2697,MEDIUM,ENT00878
ACC01244,Shreya Dhillon,PERSONAL,BANK_B,3542,MEDIUM,ENT00879
ACC01245,Vikram Ghosh,PERSONAL,BANK_B,755,HIGH,ENT00880
ACC01246,George Kapoor,PERSONAL,BANK_B,2813,MEDIUM,ENT00881
ACC01247,Kapoor Hardware,BUSINESS,BANK_A,999,MEDIUM,ENT00881
ACC01248,Kapoor Fashions,BUSINESS,BANK_B,534,MEDIUM,ENT00881
ACC01249,Anna Agarwal,PERSONAL,BANK_A,498,MEDIUM,ENT00882
ACC01250,Agarwal Overseas,BUSINESS,BANK_B,1835,MEDIUM,ENT00882
ACC01251,Agarwal Agro Industries,BUSINESS,BANK_B,1944,MEDIUM,ENT00882
ACC01252,Ayesha Mehta,PERSONAL,BANK_A,1523,MEDIUM,ENT00883
ACC01253,Mehta Fashions,BUSINESS,BANK_B,2685,HIGH,ENT00883
ACC01254,Mehta Foods,BUSINESS,BANK_A,3254,MEDIUM,ENT00883
ACC01255,Patel Electronics,BUSINESS,BANK_B,1410,MEDIUM,ENT00884
ACC01256,Prakash Menon,PERSONAL,BANK_A,511,MEDIUM,ENT00885
ACC01257,Fatima Ahmed,PERSONAL,BANK_A,521,HIGH,ENT00886
ACC01258,Aarti Agarwal,PERSONAL,BANK_A,1527,MEDIUM,ENT00887
ACC01259,Ritu Shah,PERSONAL,BANK_A,3343,MEDIUM,ENT00888
ACC01260,Shah Motors,BUSINESS,BANK_A,1686,LOW,ENT00888
ACC01261,Banerjee Textiles,BUSINESS,BANK_A,854,MEDIUM,ENT00889
ACC01262,Vinod Jain,PERSONAL,BANK_A,2917,MEDIUM,ENT00890
ACC01263,Jain Agro Industries,BUSINESS,BANK_B,172,LOW,ENT00890
ACC01264,Mary Trivedi,PERSONAL,BANK_A,766,MEDIUM,ENT00891
ACC01265,Trivedi Infotech,BUSINESS,BANK_B,178,HIGH,ENT00891
ACC01266,Vandana Sengupta,PERSONAL,BANK_B,2164,MEDIUM,ENT00892
ACC01267,Sengupta Overseas,BUSINESS,BANK_A,2840,HIGH,ENT00892
ACC01268,Geeta Reddy,PERSONAL,BANK_B,1206,MEDIUM,ENT00893
ACC01269,Vikram Varghese,PERSONAL,BANK_B,3036,LOW,ENT00894
ACC01270,Anjali Gill,PERSONAL,BANK_B,2147,MEDIUM,ENT00895
ACC01271,Nitin Dubey,PERSONAL,BANK_A,361,MEDIUM,ENT00896
ACC01272,Sabiha Malhotra,PERSONAL,BANK_B,3640,HIGH,ENT00897
ACC01273,Geeta Menon,PERSONAL,BANK_A,365,HIGH,ENT00898
ACC01274,Bhavana Malik,PERSONAL,BANK_B,1872,LOW,ENT00899
ACC01275,Malik Fashions,BUSINESS,BANK_A,1771,MEDIUM,ENT00899
ACC01276,Gupta Foods,BUSINESS,BANK_A,1028,LOW,ENT00900
ACC01277,Ayesha Menon,PERSONAL,BANK_B,375,HIGH,ENT00901
ACC01278,Menon Foods,BUSINESS,BANK_B,2565,MEDIUM,ENT00901
ACC01279,Prakash Chauhan,PERSONAL,BANK_B,247,MEDIUM,ENT00902
ACC01280,Chauhan Electronics,BUSINESS,BANK_B,915,MEDIUM,ENT00902
ACC01281,Srinivas Ghosh,PERSONAL,BANK_A,1870,MEDIUM,ENT00903
ACC01282,Sarita Chatterjee,PERSONAL,BANK_B,1384,MEDIUM,ENT00904
ACC01283,Srinivas Gupta,PERSONAL,BANK_A,2114,MEDIUM,ENT00905
ACC01284,Zubair Shah,PERSONAL,BANK_B,486,MEDIUM,ENT00906
ACC01285,Shobha Brar,PERSONAL,BANK_A,1866,MEDIUM,ENT00907
ACC01286,Brar Enterprises,BUSINESS,BANK_A,104,MEDIUM,ENT00907
ACC01287,Brar Textiles,BUSINESS,BANK_B,1846,MEDIUM,ENT00907
ACC01288,Rajwinder Dubey,PERSONAL,BANK_B,1138,LOW,ENT00908
ACC01289,Anjali Sengupta,PERSONAL,BANK_B,1708,MEDIUM,ENT00909
ACC01290,Sengupta Agro Industries,BUSINESS,BANK_A,3522,MEDIUM,ENT00909
ACC01291,Sengupta Infotech,BUSINESS,BANK_A,2701,MEDIUM,ENT00909
