record_id,source_system,name_as_written,phone,pan,address,linked_account,true_entity_id
REC002813,CORPORATE_BANKING,Anjali Dhillon,7389046843,FBQNO8605Z,"158, Colony, Nagpur, Maharashtra - 553724",ACC01871,ENT01326
REC002814,RETAIL_CBS,PANKAJ YADAV,8063998373,TQKQW6413B,"190, Extension, Coimbatore, Tamil Nadu - 677255",ACC01872,ENT01327
REC002815,RETAIL_CBS,Deepa Naiu,,IKOKR1401E,,ACC01873,ENT01328
REC002816,CORPORATE_BANKING,Naidu Deepa,6642401123,IKOKR1401E,"797, Main Road, Thiruvananthapuram, Kerala - 360201",ACC01873,ENT01328
REC002817,RETAIL_CBS,Meena Paney,6068852154,,"271, Nagar, Surat, Gujarat - 288543",ACC01874,ENT01329
REC002818,RETAIL_CBS,J. Pandey,,EGGMG4787L,"53, Main Road, Delhi, Delhi - 694524",ACC01875,ENT01330
REC002819,CORPORATE_BANKING,Pandey Jyoti,6889977945,,,ACC01875,ENT01330
REC002820,CORPORATE_BANKING,Zeenat Gill,7606164478,QXNQS6982G,"425, Extension, Jaipur, Rajasthan - 406111",ACC01876,ENT01331
REC002821,RETAIL_CBS,Zeenat Gill,7606164478,QXNQS6982G,,ACC01877,ENT01331
REC002822,RETAIL_CBS,Meena Nadu,9678160771,GJAHH1621J,"871, Main Road, Hyderabad, Telangana - 584728",ACC01878,ENT01332
REC002823,RETAIL_CBS,Imran Kuamr,9616456992,BGOTM5251J,,ACC01879,ENT01333
REC002824,CORPORATE_BANKING,Imran Kuar,9616456992,BGOTM5251J,,ACC01879,ENT01333
REC002825,RETAIL_CBS,Kumar Imran,9616456992,BGOTM5251J,"552, Avenue, Nagpur, Maharashtra - 527146",ACC01880,ENT01333
REC002826,CORPORATE_BANKING,Imran Kuar,9616456992,BGOTM5251J,"552, Avenue, Nagpur, Maharashtra - 527146",ACC01880,ENT01333
REC002827,RETAIL_CBS,Das Sarita,7903275605,,,ACC01881,ENT01334
REC002828,CORPORATE_BANKING,Sarita Das & Sons,7903275605,XNESH7097D,"235, Extension, Coimbatore, Tamil Nadu - 329982",ACC01881,ENT01334
REC002829,RETAIL_CBS,Sengupta Harish,8823597606,AGXEC5962Q,,ACC01882,ENT01335
REC002830,RETAIL_CBS,Balaji Verma,8828035352,,"455, Avenue, Mysuru, Karnataka - 147103",ACC01883,ENT01336
REC002831,CORPORATE_BANKING,Sanjay Menon & Sons,8827872255,FPCJA9513A,"441, Extension, Bengaluru, Karnataka - 300324",ACC01884,ENT01337
REC002832,RETAIL_CBS,Gurpreet Mukherjee & Sons,7941647838,GTOZM6991B,"788, Extension, Kochi, Kerala - 606886",ACC01885,ENT01338
REC002833,CORPORATE_BANKING,GURPREET MUKHERJEE,7941647838,GTOZM6991B,"788, Extension, Kochi, Kerala - 606886",ACC01885,ENT01338
REC002834,CORPORATE_BANKING,Qureshi Divya,8291829135,CNEBR9762L,,ACC01886,ENT01339
REC002835,RETAIL_CBS,Manpreet Kaur,,,"25, Extension, Ahmedabad, Gujarat - 208497",ACC01887,ENT01340
REC002836,CORPORATE_BANKING,Manpreet Kuar,8115080980,,"25, Extension, Ahmedabad, Gujarat - 208497",ACC01887,ENT01340
REC002837,RETAIL_CBS,Kaur Manpreet,8115080980,VSWAL9833Y,"25, Extension, Ahmedabad, Gujarat - 208497",ACC01888,ENT01340
REC002838,CORPORATE_BANKING,Manpreet Kuar,8115080980,VSWAL9833Y,"25, Extension, Ahmedabad, Gujarat - 208497",ACC01888,ENT01340
REC002839,RETAIL_CBS,LAKSHMI DAS,9072404119,LAFIH7733M,"916, Main Road, Surat, Gujarat - 377399",ACC01889,ENT01341
REC002840,CORPORATE_BANKING,Lakshmi Das,9072404119,LAFIH7733M,"916, Main Road, Surat, Gujarat - 377399",ACC01889,ENT01341
REC002841,CORPORATE_BANKING,Lakshmi Das & Sons,9072404119,LAFIH7733M,"916, Main Road, Surat, Gujarat - 377399",ACC01890,ENT01341
REC002842,RETAIL_CBS,P. Ahmed,8087656357,JXUJC0527T,,ACC01891,ENT01342
REC002843,RETAIL_CBS,Pooja Ahmed & Sons,8087656357,JXUJC0527T,"251, Layout, Thiruvananthapuram, Kerala - 210813",ACC01892,ENT01342
REC002844,RETAIL_CBS,MAHESH NAIR,6321374028,THIIN6161X,"972, Cross Street, Pune, Maharashtra - 533533",ACC01893,ENT01343
REC002845,CORPORATE_BANKING,Mahesh Nair & Sons,6321374028,THIIN6161X,"972, Cross Street, Pune, Maharashtra - 533533",ACC01893,ENT01343
REC002846,CORPORATE_BANKING,Rahul Metha,8427244587,,"202, Cross Street, Lucknow, Uttar Pradesh - 439253",ACC01894,ENT01344
REC002847,RETAIL_CBS,JASPREET CHATTERJEE,8925507702,YZDKU7645P,"674, Layout, Bhopal, Madhya Pradesh - 220943",ACC01895,ENT01345
REC002848,CORPORATE_BANKING,J. Chatterjee,,YZDKU7645P,"674, Layout, Bhopal, Madhya Pradesh - 220943",ACC01895,ENT01345
REC002849,RETAIL_CBS,Vijay Sharma & Sons,6580519751,EUFWL5476K,"385, Avenue, Pune, Maharashtra - 517929",ACC01896,ENT01346
REC002850,CORPORATE_BANKING,Vijay Sarma,6580519751,EUFWL5476K,"385, Avenue, Pune, Maharashtra - 517929",ACC01896,ENT01346
REC002851,RETAIL_CBS,Vijay Sharma & Sons,6580519751,,"385, Avenue, Pune, Maharashtra - 517929",ACC01897,ENT01346
REC002852,CORPORATE_BANKING,V. Sharma,6580519751,,,ACC01897,ENT01346
REC002853,RETAIL_CBS,Vijay Sharma & Sons,6580519751,,"385, Avenue, Pune, Maharashtra - 517929",ACC01898,ENT01346
REC002854,CORPORATE_BANKING,Mishra Rahul,7906389613,YODSM8235Z,,ACC01899,ENT01347
REC002855,RETAIL_CBS,Gaurav Senugpta,,,"712, Avenue, Thiruvananthapuram, Kerala - 592954",ACC01900,ENT01348
REC002856,CORPORATE_BANKING,Gaurav Sengupta & Sons,9633352387,ACEJC3243O,"712, Avenue, Thiruvananthapuram, Kerala - 592954",ACC01900,ENT01348
REC002857,RETAIL_CBS,Trivedi Karthik,9416611649,ITRTW5730D,"683, Main Road, Hyderabad, Telangana - 691551",ACC01901,ENT01349
REC002858,CORPORATE_BANKING,Karthik Trivdi,9416611649,ITRTW5730D,"683, Main Road, Hyderabad, Telangana - 691551",ACC01902,ENT01349
REC002859,RETAIL_CBS,Susan Bhatt & Sons,7127229221,,"698, Extension, Bhopal, Madhya Pradesh - 655126",ACC01903,ENT01350
REC002860,CORPORATE_BANKING,Susan Bhat,7127229221,WEWQK5693S,"698, Extension, Bhopal, Madhya Pradesh - 655126",ACC01903,ENT01350
REC002861,CORPORATE_BANKING,Jaspreet Sihu,7993647826,XSXYC3740D,"389, Avenue, Madurai, Tamil Nadu - 163834",ACC01904,ENT01351
REC002862,RETAIL_CBS,Padma Qrueshi,,WFZTW0666E,"168, Avenue, Pune, Maharashtra - 110613",ACC01905,ENT01352
REC002863,RETAIL_CBS,Agarwal Deepak,,DQUYH3989J,,ACC01906,ENT01353
REC002864,CORPORATE_BANKING,Deepak Aagrwal,8915067382,,"310, Avenue, Nagpur, Maharashtra - 490734",ACC01906,ENT01353
REC002865,RETAIL_CBS,A. Thomas,6586854870,,"386, Layout, Coimbatore, Tamil Nadu - 237567",ACC01907,ENT01354
REC002866,CORPORATE_BANKING,S. Bansal,7241560156,,"536, Nagar, Lucknow, Uttar Pradesh - 564051",ACC01908,ENT01355
REC002867,RETAIL_CBS,Gurpreet Sengupta,9113244057,,"618, Nagar, Pune, Maharashtra - 355188",ACC01909,ENT01356
REC002868,CORPORATE_BANKING,G. Sengupta,9113244057,IPOMP8799B,"618, Nagar, Pune, Maharashtra - 355188",ACC01909,ENT01356
REC002869,RETAIL_CBS,Karthik Sadhu,8619225347,EPDNP9111H,,ACC01910,ENT01357
REC002870,CORPORATE_BANKING,Karthik Sandhu,8619225347,EPDNP9111H,"950, Layout, Lucknow, Uttar Pradesh - 480947",ACC01910,ENT01357
REC002871,RETAIL_CBS,Jain Sarita,8343770056,IPICE6706T,"661, Layout, Ahmedabad, Gujarat - 334288",ACC01911,ENT01358
REC002872,CORPORATE_BANKING,S. Jain,8343770056,IPICE6706T,"661, Layout, Ahmedabad, Gujarat - 334288",ACC01911,ENT01358
REC002873,CORPORATE_BANKING,Sarita Jain & Sons,8343770056,IPICE6706T,"661, Layout, Ahmedabad, Gujarat - 334288",ACC01912,ENT01358
REC002874,RETAIL_CBS,Bose Usha,7516862230,QUHKJ6544D,"708, Main Road, Coimbatore, Tamil Nadu - 683946",ACC01913,ENT01359
REC002875,CORPORATE_BANKING,USHA BOSE,7516862230,,"708, Main Road, Coimbatore, Tamil Nadu - 683946",ACC01913,ENT01359
REC002876,RETAIL_CBS,Ghosh Arjun,9103364682,,"654, Colony, Chandigarh, Punjab - 138742",ACC01914,ENT01360
REC002877,CORPORATE_BANKING,MANPREET MEHTA,,HERZF5197Z,"979, Extension, Kolkata, West Bengal - 380417",ACC01915,ENT01361
REC002878,RETAIL_CBS,S. Menon,7304372122,SGVGU1970E,"197, Layout, Chandigarh, Punjab - 196016",ACC01916,ENT01362
REC002879,CORPORATE_BANKING,Suresh Meonn,7304372122,SGVGU1970E,,ACC01916,ENT01362
REC002880,RETAIL_CBS,J. Kapoor,,MTKYA4629B,"339, Avenue, Ahmedabad, Gujarat - 283718",ACC01917,ENT01363
REC002881,CORPORATE_BANKING,JOSEPH KAPOOR,6101216428,MTKYA4629B,"339, Avenue, Ahmedabad, Gujarat - 283718",ACC01917,ENT01363
REC002882,RETAIL_CBS,Rao Vinod,7933892636,CLBVQ9073M,"929, Avenue, Mumbai, Maharashtra - 539468",ACC01918,ENT01364
REC002883,CORPORATE_BANKING,Vinod Rao,,CLBVQ9073M,"929, Avenue, Mumbai, Maharashtra - 539468",ACC01918,ENT01364
REC002884,RETAIL_CBS,Rao Vinod,7933892636,CLBVQ9073M,"929, Avenue, Mumbai, Maharashtra - 539468",ACC01919,ENT01364
REC002885,CORPORATE_BANKING,Vinod Rao,,,"929, Avenue, Mumbai, Maharashtra - 539468",ACC01919,ENT01364
REC002886,RETAIL_CBS,SUNITA MENON,8360541758,,"541, Avenue, Coimbatore, Tamil Nadu - 294450",ACC01920,ENT01365
REC002887,CORPORATE_BANKING,Sunita Mneon,8360541758,KUHVW8694Z,,ACC01920,ENT01365
REC002888,RETAIL_CBS,Sunita Mnon,,KUHVW8694Z,"541, Avenue, Coimbatore, Tamil Nadu - 294450",ACC01921,ENT01365
REC002889,RETAIL_CBS,Sunita Meon,8360541758,KUHVW8694Z,"541, Avenue, Coimbatore, Tamil Nadu - 294450",ACC01922,ENT01365
REC002890,CORPORATE_BANKING,Sneha Ghosh & Sons,6140329178,TAOQY3659H,"358, Nagar, Madurai, Tamil Nadu - 184286",ACC01923,ENT01366
REC002891,RETAIL_CBS,Joseph Ansari & Sons,,PLNIJ1935Z,"875, Extension, Lucknow, Uttar Pradesh - 150755",ACC01924,ENT01367
REC002892,RETAIL_CBS,A. Das,9717074603,PBPYV7256P,"325, Colony, Bhopal, Madhya Pradesh - 596022",ACC01925,ENT01368
REC002893,CORPORATE_BANKING,Amit Das,,PBPYV7256P,"325, Colony, Bhopal, Madhya Pradesh - 596022",ACC01925,ENT01368
REC002894,RETAIL_CBS,AMIT DAS,9717074603,PBPYV7256P,,ACC01926,ENT01368
REC002895,CORPORATE_BANKING,A. Das,9717074603,PBPYV7256P,"325, Colony, Bhopal, Madhya Pradesh - 596022",ACC01926,ENT01368
REC002896,RETAIL_CBS,Sneha Trivedi & Sons,8102184250,JRUGH2248J,"240, Main Road, Chennai, Tamil Nadu - 159664",ACC01927,ENT01369
REC002897,CORPORATE_BANKING,Agarwal Bhavana,6574985235,,"591, Main Road, Madurai, Tamil Nadu - 649686",ACC01928,ENT01370
REC002898,RETAIL_CBS,Pooja Pilli,7749181404,DHJEZ8233N,"246, Colony, Mysuru, Karnataka - 545611",ACC01929,ENT01371
REC002899,CORPORATE_BANKING,GEETA MUKHERJEE,9317294037,UZXEQ5915G,"127, Extension, Kolkata, West Bengal - 191843",ACC01930,ENT01372
REC002900,RETAIL_CBS,VASANTHA CHATTERJEE,8591323966,,,ACC01931,ENT01373
REC002901,CORPORATE_BANKING,Vasantha Chatterjee & Sons,8591323966,VZEBK5648A,"436, Layout, Bengaluru, Karnataka - 387401",ACC01931,ENT01373
REC002902,RETAIL_CBS,Arun Dhilln,8217545679,IRGBY6383L,,ACC01932,ENT01374
REC002903,CORPORATE_BANKING,Dhillon Arun,8217545679,IRGBY6383L,"59, Extension, Kochi, Kerala - 371708",ACC01932,ENT01374
REC002904,RETAIL_CBS,RAJWINDER DUBEY,8545526420,,"593, Extension, Delhi, Delhi - 355538",ACC01933,ENT01375
REC002905,CORPORATE_BANKING,Rajwinder Duby,8545526420,SDFXN0387N,"593, Extension, Delhi, Delhi - 355538",ACC01933,ENT01375
REC002906,CORPORATE_BANKING,A. Khan,8057681942,MHTFX5191W,,ACC01934,ENT01376
REC002907,RETAIL_CBS,Iyengar Faisal,7320520430,PRMCH2755Z,"950, Layout, Lucknow, Uttar Pradesh - 358047",ACC01935,ENT01377
REC002908,RETAIL_CBS,Prakash Agarwla,9335362883,DUSWO3197H,,ACC01936,ENT01378
REC002909,CORPORATE_BANKING,Prakash Agarwal,9335362883,DUSWO3197H,"91, Nagar, Chennai, Tamil Nadu - 311892",ACC01936,ENT01378
REC002910,RETAIL_CBS,Faisal Reddy & Sons,,YCAPO5519I,,ACC01937,ENT01379
REC002911,CORPORATE_BANKING,Faisal Rdedy,8503649238,YCAPO5519I,"102, Avenue, Thiruvananthapuram, Kerala - 230710",ACC01937,ENT01379
REC002912,RETAIL_CBS,Aarti Kapoor & Sons,6862686370,PPMKF4505A,"79, Main Road, Coimbatore, Tamil Nadu - 690537",ACC01938,ENT01380
REC002913,CORPORATE_BANKING,Swati Pandey & Sons,6835703549,,,ACC01939,ENT01381
REC002914,CORPORATE_BANKING,S. Pandey,6835703549,,,ACC01940,ENT01381
REC002915,CORPORATE_BANKING,Swati Pndey,,KKSSE2083P,"762, Nagar, Kochi, Kerala - 214316",ACC01941,ENT01381
REC002916,RETAIL_CBS,Sunil Barr,9451756548,PYMTV5807L,"323, Cross Street, Chennai, Tamil Nadu - 387227",ACC01942,ENT01382
REC002917,RETAIL_CBS,Sandeep Das & Sons,8146235741,,"185, Nagar, Chandigarh, Punjab - 623403",ACC01943,ENT01383
REC002918,CORPORATE_BANKING,S. Das,8146235741,,"185, Nagar, Chandigarh, Punjab - 623403",ACC01943,ENT01383
REC002919,CORPORATE_BANKING,Venkatesh Dueby,,CTJVF9354N,"862, Colony, Thiruvananthapuram, Kerala - 187162",ACC01944,ENT01384
REC002920,RETAIL_CBS,Venkatesh Dbey,,CTJVF9354N,"862, Colony, Thiruvananthapuram, Kerala - 187162",ACC01945,ENT01384
REC002921,CORPORATE_BANKING,Dubey Venkatesh,8983995727,CTJVF9354N,"862, Colony, Thiruvananthapuram, Kerala - 187162",ACC01945,ENT01384
REC002922,RETAIL_CBS,Mary Joshi,8169930035,JZEHR2242A,"578, Layout, Jaipur, Rajasthan - 318105",ACC01946,ENT01385
REC002923,CORPORATE_BANKING,M. Joshi,8169930035,JZEHR2242A,"578, Layout, Jaipur, Rajasthan - 318105",ACC01946,ENT01385
REC002924,CORPORATE_BANKING,MANPREET GHOSH,6773988375,GDVIV6179P,"184, Layout, Mysuru, Karnataka - 677648",ACC01947,ENT01386
REC002925,CORPORATE_BANKING,Bose Sarita,9922189514,ESYUA3125D,"361, Layout, Coimbatore, Tamil Nadu - 629106",ACC01948,ENT01387
REC002926,RETAIL_CBS,A. Varghese,8824826843,XICEO0523Q,"278, Main Road, Thiruvananthapuram, Kerala - 693185",ACC01949,ENT01388
REC002927,CORPORATE_BANKING,Aarti Vraghese,,XICEO0523Q,"278, Main Road, Thiruvananthapuram, Kerala - 693185",ACC01949,ENT01388
REC002928,RETAIL_CBS,H. Patel,7604837030,OXAFQ1221A,"42, Main Road, Nagpur, Maharashtra - 541419",ACC01950,ENT01389
REC002929,CORPORATE_BANKING,Patel Harpreet,7604837030,OXAFQ1221A,"42, Main Road, Nagpur, Maharashtra - 541419",ACC01950,ENT01389
REC002930,CORPORATE_BANKING,S. Qureshi,9038701573,NXIIE8030J,"120, Main Road, Jaipur, Rajasthan - 229011",ACC01951,ENT01390
REC002931,RETAIL_CBS,Agarwal Kritika,,TWYRV1786U,"825, Avenue, Hyderabad, Telangana - 499453",ACC01952,ENT01391
REC002932,RETAIL_CBS,Sheikh Sneha,,DYUIF1004B,,ACC01953,ENT01392
REC002933,CORPORATE_BANKING,Sneha Shiekh,6912584497,DYUIF1004B,,ACC01953,ENT01392
REC002934,CORPORATE_BANKING,N. Varghese,9517505129,,"570, Colony, Hyderabad, Telangana - 217020",ACC01954,ENT01393
REC002935,RETAIL_CBS,Geeta Jian,,OGWZT2950I,,ACC01955,ENT01394
REC002936,RETAIL_CBS,Chatterjee Zeenat,7943340473,,"449, Extension, Jaipur, Rajasthan - 148633",ACC01956,ENT01395
REC002937,CORPORATE_BANKING,Zeenat Chatterjee & Sons,7943340473,EMSBP3388G,"449, Extension, Jaipur, Rajasthan - 148633",ACC01956,ENT01395
REC002938,RETAIL_CBS,Nithya Sheikh & Sons,9210033288,,"492, Main Road, Kolkata, West Bengal - 441134",ACC01957,ENT01396
REC002939,RETAIL_CBS,Nithya Sheikh,9210033288,,"492, Main Road, Kolkata, West Bengal - 441134",ACC01958,ENT01396
REC002940,CORPORATE_BANKING,Nithya Shekih,9210033288,,"492, Main Road, Kolkata, West Bengal - 441134",ACC01958,ENT01396
REC002941,CORPORATE_BANKING,Simran Iyengar,9718108438,EQBWN2102E,"664, Cross Street, Hyderabad, Telangana - 395779",ACC01959,ENT01397
REC002942,RETAIL_CBS,ZUBAIR DHILLON,6238641493,ZHPXU1472D,,ACC01960,ENT01398
REC002943,RETAIL_CBS,Kavita Nair,,EPRRN7660H,"797, Nagar, Thiruvananthapuram, Kerala - 317417",ACC01961,ENT01399
REC002944,CORPORATE_BANKING,KAVITA NAIR,,EPRRN7660H,"797, Nagar, Thiruvananthapuram, Kerala - 317417",ACC01961,ENT01399
REC002945,RETAIL_CBS,Pooja Vagrhese,,GADHK8366J,,ACC01962,ENT01400
REC002946,CORPORATE_BANKING,Pooja Varghese,7042581493,GADHK8366J,"451, Layout, Kolkata, West Bengal - 217732",ACC01962,ENT01400
REC002947,RETAIL_CBS,Simran Mehta & Sons,,SGSYD9556A,,ACC01963,ENT01401
REC002948,RETAIL_CBS,Shah Fatima,,OIMOB5345Y,,ACC01964,ENT01402
REC002949,RETAIL_CBS,Bhavana Pandye,8874767109,,"397, Layout, Kolkata, West Bengal - 413608",ACC01965,ENT01403
REC002950,CORPORATE_BANKING,BHAVANA PANDEY,,CSYIU5047D,"397, Layout, Kolkata, West Bengal - 413608",ACC01965,ENT01403
REC002951,RETAIL_CBS,Bhavana Panedy,8874767109,CSYIU5047D,,ACC01966,ENT01403
REC002952,CORPORATE_BANKING,Bhavana Pandey & Sons,8874767109,,"397, Layout, Kolkata, West Bengal - 413608",ACC01966,ENT01403
REC002953,RETAIL_CBS,Dinesh Khan,,IRCZQ1616J,"2, Extension, Surat, Gujarat - 484083",ACC01967,ENT01404
REC002954,CORPORATE_BANKING,Khan Dinesh,9806339607,IRCZQ1616J,,ACC01967,ENT01404
REC002955,CORPORATE_BANKING,Dubey Shreya,7693960107,QUPWA2486U,"545, Cross Street, Mumbai, Maharashtra - 198185",ACC01968,ENT01405
REC002956,RETAIL_CBS,Dubey Shreya,7693960107,,,ACC01969,ENT01405
REC002957,CORPORATE_BANKING,Shreya Dubye,,QUPWA2486U,"545, Cross Street, Mumbai, Maharashtra - 198185",ACC01969,ENT01405
REC002958,CORPORATE_BANKING,Padma Ieyr,9129391590,FSZDJ0410N,"524, Layout, Bhopal, Madhya Pradesh - 541402",ACC01970,ENT01406
REC002959,RETAIL_CBS,Padma Iyer,9129391590,FSZDJ0410N,"524, Layout, Bhopal, Madhya Pradesh - 541402",ACC01971,ENT01406
REC002960,CORPORATE_BANKING,Padma Iyer & Sons,9129391590,,"524, Layout, Bhopal, Madhya Pradesh - 541402",ACC01971,ENT01406
REC002961,RETAIL_CBS,George Bahtt,8759631446,RBZRR3019Q,,ACC01972,ENT01407
REC002962,CORPORATE_BANKING,George Bhat,8759631446,RBZRR3019Q,"765, Main Road, Coimbatore, Tamil Nadu - 334203",ACC01972,ENT01407
REC002963,RETAIL_CBS,George Bhtat,,RBZRR3019Q,"765, Main Road, Coimbatore, Tamil Nadu - 334203",ACC01973,ENT01407
REC002964,CORPORATE_BANKING,GEORGE BHATT,,RBZRR3019Q,,ACC01973,ENT01407
REC002965,RETAIL_CBS,Nisha Patel,6221470168,KHHWS9737B,"323, Nagar, Lucknow, Uttar Pradesh - 559754",ACC01974,ENT01408
REC002966,CORPORATE_BANKING,Nisha Pael,6221470168,KHHWS9737B,,ACC01974,ENT01408
REC002967,RETAIL_CBS,Jyoti Sanhdu,6222624257,,,ACC01975,ENT01409
REC002968,CORPORATE_BANKING,Jyoti Sadhu,6222624257,FTXNU6735J,"805, Main Road, Coimbatore, Tamil Nadu - 323567",ACC01975,ENT01409
REC002969,RETAIL_CBS,Geeta Tiwari,,AEAPU5898H,,ACC01976,ENT01410
REC002970,CORPORATE_BANKING,Tiwari Geeta,8505292011,AEAPU5898H,,ACC01976,ENT01410
REC002971,RETAIL_CBS,Deepa Chatterjee,9584582304,,"676, Extension, Bhopal, Madhya Pradesh - 330633",ACC01977,ENT01411
REC002972,CORPORATE_BANKING,D. Chatterjee,9584582304,KPZQT3470B,"676, Extension, Bhopal, Madhya Pradesh - 330633",ACC01977,ENT01411
REC002973,RETAIL_CBS,BHAVANA QURESHI,,TYFCW3766J,"572, Cross Street, Hyderabad, Telangana - 352754",ACC01978,ENT01412
REC002974,RETAIL_CBS,Manisha Vraghese,,,"173, Main Road, Kochi, Kerala - 503585",ACC01979,ENT01413
REC002975,CORPORATE_BANKING,Manisha Vaghese,8696012272,GCIJH4519H,,ACC01979,ENT01413
REC002976,RETAIL_CBS,Manisha Varghese,8696012272,GCIJH4519H,"173, Main Road, Kochi, Kerala - 503585",ACC01980,ENT01413
REC002977,CORPORATE_BANKING,Sheikh Usha,8145862046,TBXZG8337N,"272, Colony, Bengaluru, Karnataka - 640665",ACC01981,ENT01414
REC002978,RETAIL_CBS,USHA SHEIKH,8145862046,TBXZG8337N,"272, Colony, Bengaluru, Karnataka - 640665",ACC01982,ENT01414
REC002979,CORPORATE_BANKING,Usha Sheikh,8145862046,,,ACC01982,ENT01414
REC002980,CORPORATE_BANKING,Karthik Mehta,9782061742,BQDVT7432J,"208, Nagar, Coimbatore, Tamil Nadu - 357643",ACC01983,ENT01415
REC002981,RETAIL_CBS,Manoj Khan,9391356259,,"486, Extension, Hyderabad, Telangana - 664125",ACC01984,ENT01416
REC002982,CORPORATE_BANKING,MANOJ KHAN,9391356259,JXTKT6911N,,ACC01984,ENT01416
REC002983,RETAIL_CBS,Srinivas Mlaik,7665812374,UYVVU7358F,"971, Extension, Bengaluru, Karnataka - 570506",ACC01985,ENT01417
REC002984,CORPORATE_BANKING,Malik Srinivas,7665812374,,"971, Extension, Bengaluru, Karnataka - 570506",ACC01985,ENT01417
REC002985,CORPORATE_BANKING,K. Trivedi,9407590824,,,ACC01986,ENT01418
REC002986,RETAIL_CBS,Singh Susan,7291842561,WVDND4022K,,ACC01987,ENT01419
REC002987,CORPORATE_BANKING,Susan Snigh,7291842561,,"183, Layout, Chennai, Tamil Nadu - 323452",ACC01987,ENT01419
REC002988,RETAIL_CBS,Kritika Bhatt & Sons,,EJNRV6215F,,ACC01988,ENT01420
REC002989,RETAIL_CBS,KRITIKA BHATT,9524890055,EJNRV6215F,"897, Avenue, Pune, Maharashtra - 515531",ACC01989,ENT01420
REC002990,RETAIL_CBS,Kavita Mishra & Sons,6145825243,KNIHR4087O,"582, Cross Street, Patna, Bihar - 504832",ACC01990,ENT01421
REC002991,RETAIL_CBS,Neha Brra,,EOQTT6098D,"442, Colony, Lucknow, Uttar Pradesh - 390410",ACC01991,ENT01422
REC002992,CORPORATE_BANKING,SUSAN IYENGAR,,YMGIR6098H,"928, Layout, Mumbai, Maharashtra - 474827",ACC01992,ENT01423
REC002993,CORPORATE_BANKING,Joseph Agarwal,7463674467,HXOMG2943D,"576, Main Road, Bengaluru, Karnataka - 636524",ACC01993,ENT01424
REC002994,RETAIL_CBS,Ravi Dhilon,,JRLBR9310E,,ACC01994,ENT01425
REC002995,RETAIL_CBS,Dhillon Ravi,,JRLBR9310E,"392, Main Road, Madurai, Tamil Nadu - 113749",ACC01995,ENT01425
REC002996,CORPORATE_BANKING,Ravi Dhiloln,,JRLBR9310E,"392, Main Road, Madurai, Tamil Nadu - 113749",ACC01995,ENT01425
REC002997,RETAIL_CBS,M. Yadav,9033301178,OPKDS5222V,"488, Layout, Mysuru, Karnataka - 310916",ACC01996,ENT01426
REC002998,CORPORATE_BANKING,Mary Yadv,9033301178,OPKDS5222V,"488, Layout, Mysuru, Karnataka - 310916",ACC01996,ENT01426
REC002999,RETAIL_CBS,Reddy Mahesh,8255967922,SJUSH4297P,"930, Colony, Thiruvananthapuram, Kerala - 693120",ACC01997,ENT01427
REC003000,CORPORATE_BANKING,MAHESH REDDY,8255967922,SJUSH4297P,"930, Colony, Thiruvananthapuram, Kerala - 693120",ACC01997,ENT01427
REC003001,RETAIL_CBS,Pooja Mlahotra,8269632469,ULNTO9722O,,ACC01998,ENT01428
REC003002,CORPORATE_BANKING,Pooja Malhotra,8269632469,ULNTO9722O,,ACC01998,ENT01428
REC003003,CORPORATE_BANKING,P. Malhotra,8269632469,ULNTO9722O,"56, Colony, Delhi, Delhi - 670808",ACC01999,ENT01428
REC003004,RETAIL_CBS,S. Sengupta,,HQJZX0766W,"88, Colony, Pune, Maharashtra - 357599",ACC02000,ENT01429
REC003005,RETAIL_CBS,S. Sengupta,9106782160,HQJZX0766W,,ACC02001,ENT01429
REC003006,CORPORATE_BANKING,Sengupta Sunil,9106782160,HQJZX0766W,"88, Colony, Pune, Maharashtra - 357599",ACC02001,ENT01429
REC003007,CORPORATE_BANKING,Patel Shreya,8189140037,NURLC8576O,"502, Extension, Delhi, Delhi - 148216",ACC02002,ENT01430
REC003008,CORPORATE_BANKING,Rohit Dubey,9838948476,RMHVL9943G,"98, Main Road, Bhopal, Madhya Pradesh - 465525",ACC02003,ENT01431
REC003009,RETAIL_CBS,Kiran Sengupta & Sons,6875742672,BRYNZ4375C,"881, Extension, Bengaluru, Karnataka - 235744",ACC02004,ENT01432
REC003010,CORPORATE_BANKING,Kiran Sengupta,6875742672,BRYNZ4375C,"881, Extension, Bengaluru, Karnataka - 235744",ACC02004,ENT01432
REC003011,RETAIL_CBS,Thomas Chauhan,8288183829,,"663, Avenue, Patna, Bihar - 640251",ACC02005,ENT01433
REC003012,CORPORATE_BANKING,T. Chauhan,8288183829,,"663, Avenue, Patna, Bihar - 640251",ACC02005,ENT01433
REC003013,RETAIL_CBS,Gupta Anna,6966545616,RIYQH4167H,"281, Nagar, Delhi, Delhi - 519404",ACC02006,ENT01434
REC003014,RETAIL_CBS,Gupta Anna,6966545616,RIYQH4167H,"281, Nagar, Delhi, Delhi - 519404",ACC02007,ENT01434
REC003015,CORPORATE_BANKING,Anna Gupat,6966545616,RIYQH4167H,"281, Nagar, Delhi, Delhi - 519404",ACC02007,ENT01434
REC003016,RETAIL_CBS,Naveen Thmoas,6008247866,,"95, Nagar, Ahmedabad, Gujarat - 160080",ACC02008,ENT01435
